tag_id,tag_similar_id,tag_name,tag_similar_word
L2_3,S44,其它内分泌疾病,高钾血症
L2_3,S45,其它内分泌疾病,生长激素瘤
L2_3,S46,其它内分泌疾病,Cushing病
L2_3,S47,其它内分泌疾病,Graves病
L2_3,S48,其它内分泌疾病,Prader-willi综合征
L2_3,S49,其它内分泌疾病,Turner综合征
L2_3,S50,其它内分泌疾病,甲状腺功能亢进
L2_3,S51,其它内分泌疾病,泌乳素瘤
L2_3,S52,其它内分泌疾病,肾上腺分泌
L2_3,S53,其它内分泌疾病,肾上腺功能
L2_3,S54,其它内分泌疾病,糖代谢异常
L2_3,S55,其它内分泌疾病,多囊卵巢
L2_3,S56,其它内分泌疾病,发育迟缓
L2_3,S57,其它内分泌疾病,甲状腺激素
L2_3,S58,其它内分泌疾病,甲状腺结节
L2_3,S59,其它内分泌疾病,甲状腺眼病
L2_3,S60,其它内分泌疾病,库欣
L2_3,S61,其它内分泌疾病,甲状腺功能
L2_3,S62,其它内分泌疾病,甲亢免疫治疗
L2_3,S63,其它内分泌疾病,特发性矮小
L2_3,S64,其它内分泌疾病,痛风
L2_3,S65,其它内分泌疾病,腺垂体功能减退
L2_3,S66,其它内分泌疾病,低钙血症
L2_3,S67,其它内分泌疾病,原发性醛固酮增多症
L2_3,S68,其它内分泌疾病,血钾低
L2_3,S69,其它内分泌疾病,高血钾
L2_3,S70,其它内分泌疾病,低钙血
L2_3,S71,其它内分泌疾病,雌激素水平
L2_3,S72,其它内分泌疾病,睾酮水平
L2_3,S73,其它内分泌疾病,伴肢端肥大
L2_3,S74,其它内分泌疾病,FT3降低
L2_3,S75,其它内分泌疾病,糖尿病神经源性膀胱
L2_3,S76,其它内分泌疾病,肾上腺皮质激素综合征
L2_3,S77,其它内分泌疾病,尿酸水平
L2_4,S78,糖尿病诊断,糖尿病诊断
L2_4,S79,糖尿病诊断,糖尿病诊疗标准
L2_4,S80,糖尿病诊断,糖尿病诊断试验
L2_4,S81,糖尿病诊断,分型
L2_4,S82,糖尿病诊断,分型诊断
L2_4,S83,糖尿病诊断,诊断治疗
L2_4,S84,糖尿病诊断,诊断治疗预防
L2_4,S85,糖尿病诊断,鉴别诊断
L2_4,S86,糖尿病诊断,筛查诊断
L2_4,S87,糖尿病诊断,早期诊断
L2_4,S88,糖尿病诊断,诊断标准
L2_4,S89,糖尿病诊断,诊断流程
L2_4,S90,糖尿病诊断,诊断模型
L2_4,S91,糖尿病诊断,糖尿病分型
L2_4,S92,糖尿病诊断,高血糖分型
L2_4,S93,糖尿病诊断,青少年糖尿病分型
L2_4,S94,糖尿病诊断,口干、多饮
L2_4,S95,糖尿病诊断,影像学
L2_4,S96,糖尿病诊断,IVGTT
L2_4,S97,糖尿病诊断,筛查糖尿病
L2_4,S98,糖尿病诊断,糖尿病自身抗体
L2_4,S99,糖尿病诊断,糖尿病抗体
L2_4,S100,糖尿病诊断,多饮
L2_4,S101,糖尿病诊断,糖筛
L2_4,S102,糖尿病诊断,糖尿病筛查
L2_4,S103,糖尿病诊断,糖尿病诊治
L2_4,S104,糖尿病诊断,糖尿病化验
L2_4,S105,糖尿病诊断,诊断糖尿病
L2_4,S106,糖尿病诊断,诊断2型糖尿病
L2_4,S107,糖尿病诊断,T2DM筛查
L2_4,S108,糖尿病诊断,T2DM诊断
L2_4,S109,糖尿病诊断,筛查和治疗
L2_4,S110,糖尿病诊断,糖尿病早期
L2_4,S111,糖尿病诊断,唾液检测
L2_4,S112,糖尿病诊断,早期筛查
L2_4,S113,糖尿病诊断,诊断指标
L2_4,S114,糖尿病诊断,早期发现糖尿病
L2_4,S115,糖尿病诊断,漏诊
L2_4,S116,糖尿病诊断,蜜月
L2_4,S117,糖尿病诊断,早期检测
L2_4,S118,糖尿病诊断,自身抗体
L2_4,S119,糖尿病诊断,指尖血血糖
L2_4,S120,糖尿病诊断,诊断
L2_4,S121,糖尿病诊断,刚得糖尿病了
L2_4,S122,糖尿病诊断,糖尿病筛查
L2_4,S123,糖尿病诊断,糖尿病的早期症状
L2_4,S124,糖尿病诊断,人群筛查
L2_4,S125,糖尿病诊断,早期发现糖尿病
L2_4,S126,糖尿病诊断,糖尿病的诊断
L2_4,S127,糖尿病诊断,筛查血糖
L2_4,S128,糖尿病诊断,诊断糖尿病
L2_4,S129,糖尿病诊断,确诊
L2_5,S130,新诊断的患者,新诊断患者
L2_5,S131,新诊断的患者,T2DM初诊患者
L2_5,S132,新诊断的患者,初发糖尿病
L2_5,S133,新诊断的患者,初诊糖尿病患者
L2_5,S134,新诊断的患者,新发
L2_5,S135,新诊断的患者,新发患者
L2_5,S136,新诊断的患者,初诊患者
L2_5,S137,新诊断的患者,糖尿病初发
L2_5,S138,新诊断的患者,初诊2型糖尿病
L2_5,S139,新诊断的患者,新糖尿病患者
L2_5,S140,新诊断的患者,早期干预
L2_5,S141,新诊断的患者,早期治疗
L2_5,S142,新诊断的患者,新诊糖友
L2_5,S143,新诊断的患者,新手糖尿病患者
L2_6,S144,流行病学,糖尿病现状
L2_6,S145,流行病学,发病率
L2_6,S146,流行病学,患病率
L2_6,S147,流行病学,普查
L2_6,S148,流行病学,流行特点
L2_7,S149,遗传,遗传
L2_7,S150,遗传,遗传学
L2_7,S151,遗传,妈妈胖
L2_7,S152,遗传,胖妈妈会生胖娃娃
L2_7,S153,遗传,遗传风险
L2_7,S154,遗传,遗传因素
L2_7,S155,遗传,糖尿病家族史
L2_7,S156,遗传,五口中四人
L2_8,S157,疾病机制,疾病机制
L2_8,S158,疾病机制,发病
L2_8,S159,疾病机制,发病机制
L2_9,S160,糖尿病风险,糖尿病风险
L2_9,S161,糖尿病风险,死亡风险
L2_9,S162,糖尿病风险,过早死亡
L2_9,S163,糖尿病风险,影响寿命
L2_9,S164,糖尿病风险,全因死亡风险
L2_9,S165,糖尿病风险,不良预后
L2_9,S166,糖尿病风险,糖尿病发生风险
L2_9,S167,糖尿病风险,胰岛自身免疫风险
L2_9,S168,糖尿病风险,风险评估
L2_10,S169,糖尿病常识,图文掌握
L2_10,S170,糖尿病常识,图文结合教使用
L2_10,S171,糖尿病常识,有趣科学研究
L2_10,S172,糖尿病常识,基础小知识
L2_10,S173,糖尿病常识,基础知识
L2_10,S174,糖尿病常识,糖尿病的演变
L2_10,S175,糖尿病常识,血糖调节过程
L2_10,S176,糖尿病常识,一图读懂
L2_10,S177,糖尿病常识,血糖那些事
L2_10,S178,糖尿病常识,2型糖尿病有哪些特点
L2_10,S179,糖尿病常识,8个锦囊
L2_10,S180,糖尿病常识,常识
L2_10,S181,糖尿病常识,传言可信吗
L2_10,S182,糖尿病常识,当心糖尿病
L2_10,S183,糖尿病常识,改变糖尿病
L2_10,S184,糖尿病常识,关于糖尿病
L2_10,S185,糖尿病常识,哪些人容易得糖尿病
L2_10,S186,糖尿病常识,哪些人容易患上糖尿病
L2_10,S187,糖尿病常识,你不知道的糖尿病
L2_10,S188,糖尿病常识,容易得糖尿病
L2_10,S189,糖尿病常识,什么是糖尿病
L2_10,S190,糖尿病常识,生活这枚糖衣炮弹
L2_10,S191,糖尿病常识,糖尿病成因
L2_10,S192,糖尿病常识,糖尿病到底有多可怕
L2_10,S193,糖尿病常识,糖尿病的认知误区
L2_10,S194,糖尿病常识,糖尿病的神秘面纱
L2_10,S195,糖尿病常识,糖尿病的误解
L2_10,S196,糖尿病常识,糖尿病人生
L2_10,S197,糖尿病常识,糖尿病是这样得的
L2_10,S198,糖尿病常识,糖尿病误区
L2_10,S199,糖尿病常识,糖尿病症状
L2_10,S200,糖尿病常识,易患糖尿病
L2_10,S201,糖尿病常识,应对糖尿病
L2_10,S202,糖尿病常识,与糖尿病相混淆的疾病
L2_10,S203,糖尿病常识,真的离你还远吗
L2_10,S204,糖尿病常识,祖传秘方
L2_10,S205,糖尿病常识,治愈
L2_10,S206,糖尿病常识,到底有多可怕
L2_10,S207,糖尿病常识,糖尿病会传染吗
L2_10,S208,糖尿病常识,糖尿病分多少种类型
L2_10,S209,糖尿病常识,糖尿病“偏爱”
L2_10,S210,糖尿病常识,三多一少
L2_10,S211,糖尿病常识,不是不治之症
L2_10,S212,糖尿病常识,糖尿病“偏爱”
L2_10,S213,糖尿病常识,可以根治的吗
L2_10,S214,糖尿病常识,糖尿病是怎么发生的
L2_10,S215,糖尿病常识,对身体会有哪些影响
L2_10,S216,糖尿病常识,糖尿病爱“招惹”
L2_10,S217,糖尿病常识,糖尿病到底是怎么回事
L2_10,S218,糖尿病常识,糖尿病防误区
L2_10,S219,糖尿病常识,七大错误认知
L2_10,S220,糖尿病常识,糖尿病有哪些类型
L2_10,S221,糖尿病常识,怎样看门诊
L2_10,S222,糖尿病常识,糖尿病有什么症状
L2_10,S223,糖尿病常识,错误的认识
L2_10,S224,糖尿病常识,到底有多可怕
L2_10,S225,糖尿病常识,糖尿病的认识历史
L2_10,S226,糖尿病常识,为什么我会得糖尿病
L2_10,S227,糖尿病常识,糖尿病爱“招惹”13种人
L2_10,S228,糖尿病常识,糖尿病会对我有什么危害
L2_10,S229,糖尿病常识,糖尿病7大常见误区
L2_10,S230,糖尿病常识,有哪些症状
L2_10,S231,糖尿病常识,糖尿病是如何分类
L2_10,S232,糖尿病常识,糖尿病谣言误区
L2_10,S233,糖尿病常识,这7种情况下
L2_10,S234,糖尿病常识,三多一少
L2_10,S235,糖尿病常识,是时候说说糖尿病了 
L2_10,S236,糖尿病常识,之间会传染
L2_10,S237,糖尿病常识,得糖尿病算啥
L2_10,S238,糖尿病常识,糖尿病知识
L2_10,S239,糖尿病常识,糖尿病十大典型症状
L2_10,S240,糖尿病常识,2 型糖尿病
L2_10,S241,糖尿病常识,什么类型糖尿病
L2_10,S242,糖尿病常识,病情轻重
L2_10,S243,糖尿病常识,不知怎么就高
L2_10,S244,糖尿病常识,茶会解药吗
L2_10,S245,糖尿病常识,吃了升起来又降的下去
L2_10,S246,糖尿病常识,初识糖尿病
L2_10,S247,糖尿病常识,一般能活几年
L2_10,S248,糖尿病常识,恶性糖尿病
L2_10,S249,糖尿病常识,二型糖尿病
L2_10,S250,糖尿病常识,二性糖尿病
L2_10,S251,糖尿病常识,发现为糖尿病
L2_10,S252,糖尿病常识,害怕糖尿病
L2_10,S253,糖尿病常识,糖尿病的人能活多长
L2_10,S254,糖尿病常识,老年性糖尿病
L2_10,S255,糖尿病常识,蜜日期
L2_10,S256,糖尿病常识,我糖尿病有5年了
L2_10,S257,糖尿病常识,尿量少
L2_10,S258,糖尿病常识,健康宣教资料
L2_10,S259,糖尿病常识,糖尿病孪生
L2_10,S260,糖尿病常识,什么事糖尿病
L2_10,S261,糖尿病常识,2型精尿病
L2_10,S262,糖尿病常识,十八岁怎么会有糖尿病
L2_10,S263,糖尿病常识,谈尿病犯者
L2_10,S264,糖尿病常识,唐尿病人
L2_10,S265,糖尿病常识,糖尿病标准
L2_10,S266,糖尿病常识,床旁十问
L2_10,S267,糖尿病常识,糖尿病的分类
L2_10,S268,糖尿病常识,糖尿病的危害
L2_10,S269,糖尿病常识,糖尿病的症状
L2_10,S270,糖尿病常识,糖尿病发展特征
L2_10,S271,糖尿病常识,糖尿病分级
L2_10,S272,糖尿病常识,糖尿病分类
L2_10,S273,糖尿病常识,糖尿病概论
L2_10,S274,糖尿病常识,糖尿病概念
L2_10,S275,糖尿病常识,糖尿病刚刚开始什么9症状
L2_10,S276,糖尿病常识,糖尿病还能呼多久
L2_10,S277,糖尿病常识,糖尿病患者的福音
L2_10,S278,糖尿病常识,糖尿病患者前期症状
L2_10,S279,糖尿病常识,糖尿病患者寿命
L2_10,S280,糖尿病常识,糖尿病会好吗
L2_10,S281,糖尿病常识,糖尿病可以活多少年
L2_10,S282,糖尿病常识,糖尿病历史
L2_10,S283,糖尿病常识,糖尿病能活多久
L2_10,S284,糖尿病常识,糖尿病能结婚吗
L2_10,S285,糖尿病常识,糖尿病起因
L2_10,S286,糖尿病常识,糖尿病前瞻
L2_10,S287,糖尿病常识,糖尿病前瞻
L2_10,S288,糖尿病常识,糖尿病前瞻
L2_10,S289,糖尿病常识,可以生育吗
L2_10,S290,糖尿病常识,糖尿病人口
L2_10,S291,糖尿病常识,糖尿病如何分类
L2_10,S292,糖尿病常识,糖尿病什么症状
L2_10,S293,糖尿病常识,糖尿病是如何形成的
L2_10,S294,糖尿病常识,糖尿病是什么
L2_10,S295,糖尿病常识,糖尿病寿命
L2_10,S296,糖尿病常识,糖尿病危险不
L2_10,S297,糖尿病常识,糖尿病危险吗
L2_10,S298,糖尿病常识,糖尿病应该怎么看待
L2_10,S299,糖尿病常识,糖尿病应该注意什么
L2_10,S300,糖尿病常识,糖尿病有关系吗
L2_10,S301,糖尿病常识,糖尿病有假性的吗
L2_10,S302,糖尿病常识,糖尿病有哪些误区
L2_10,S303,糖尿病常识,糖尿病怎么得的
L2_10,S304,糖尿病常识,糖尿病怎么控制
L2_10,S305,糖尿病常识,糖尿病怎样控制最好
L2_10,S306,糖尿病常识,糖尿病知晓率
L2_10,S307,糖尿病常识,糖人的器官功能
L2_10,S308,糖尿病常识,体内的炎症
L2_10,S309,糖尿病常识,调理与寿命
L2_10,S310,糖尿病常识,为什么会得天糖尿病
L2_10,S311,糖尿病常识,还能活几年
L2_10,S312,糖尿病常识,我没有糖尿病孩子为什么会有
L2_10,S313,糖尿病常识,男朋友有糖尿病
L2_10,S314,糖尿病常识,手在夜里发干
L2_10,S315,糖尿病常识,有什么危害
L2_10,S316,糖尿病常识,学会这些技巧
L2_10,S317,糖尿病常识,早期糖尿病
L2_10,S318,糖尿病常识,怎么确定是糖尿病
L2_10,S319,糖尿病常识,怎么样才算糖尿病
L2_10,S320,糖尿病常识,口很干
L2_10,S321,糖尿病常识,最早期糖尿病可逆转
L2_11,S322,糖尿病预防,糖尿病防控
L2_11,S323,糖尿病预防,糖尿病预防
L2_11,S324,糖尿病预防,防治糖尿病
L2_11,S325,糖尿病预防,糖尿病防治
L2_11,S326,糖尿病预防,阿司匹林
L2_11,S327,糖尿病预防,一级预防
L2_11,S328,糖尿病预防,预防策略
L2_11,S329,糖尿病预防,高糖时代
L2_11,S330,糖尿病预防,糖尿病先兆
L2_11,S331,糖尿病预防,糖尿病危险因素
L2_11,S332,糖尿病预防,2型糖尿病的三级预防
L2_11,S333,糖尿病预防,糖尿病人早期症状
L2_11,S334,糖尿病预防,糖尿病征兆
L2_11,S335,糖尿病预防,预防糖尿病
L2_11,S336,糖尿病预防,避免糖尿病
L2_11,S337,糖尿病预防,防住糖尿病
L2_11,S338,糖尿病预防,糖尿病的预防
L2_11,S339,糖尿病预防,预防2型糖尿病
L2_11,S340,糖尿病预防,远离糖尿病
L2_11,S341,糖尿病预防,防糖尿病
L2_11,S342,糖尿病预防,做到4点可远离
L2_11,S343,糖尿病预防,糖尿病潜伏期
L2_11,S344,糖尿病预防,糖尿病未爆发前控制住
L2_12,S345,糖尿病前期,糖尿病前期
L2_12,S346,糖尿病前期,IGT
L2_12,S347,糖尿病前期,IFG
L2_12,S348,糖尿病前期,IGT人群
L2_12,S349,糖尿病前期,空腹血糖受损
L2_12,S350,糖尿病前期,糖耐量受损
L2_12,S351,糖尿病前期,葡萄糖受损
L2_12,S352,糖尿病前期,糖前期治疗
L2_12,S353,糖尿病前期,糖前期
L2_12,S354,糖尿病前期,Igt
L2_12,S355,糖尿病前期,igt
L2_13,S356,1型糖尿病,1型糖尿病
L2_13,S357,1型糖尿病,1型
L2_13,S358,1型糖尿病,1型糖尿病群体
L2_13,S359,1型糖尿病,T1DM
L2_13,S360,1型糖尿病,T1DM患者
L2_13,S361,1型糖尿病,爆发性1型糖尿病
L2_13,S362,1型糖尿病,I型糖尿病
L2_13,S363,1型糖尿病,初发1型糖尿病
L2_13,S364,1型糖尿病,9岁开始
L2_13,S365,1型糖尿病,一型糖尿病
L2_13,S366,1型糖尿病,一型
L2_13,S367,1型糖尿病,丨型糖尿病
L2_13,S368,1型糖尿病,i型糖尿病
L2_13,S369,1型糖尿病,一形糖尿病
L2_14,S370,儿童患者,儿童
L2_14,S371,儿童患者,小儿
L2_14,S372,儿童患者,小胖墩
L2_14,S373,儿童患者,儿童期糖尿病
L2_14,S374,儿童患者,儿童期
L2_14,S375,儿童患者,小糖人
L2_15,S376,妊娠期糖尿病,ACOG
L2_15,S377,妊娠期糖尿病,母婴结局
L2_15,S378,妊娠期糖尿病,产妇
L2_15,S379,妊娠期糖尿病,产后管理
L2_15,S380,妊娠期糖尿病,分娩
L2_15,S381,妊娠期糖尿病,妊娠期高泌乳素血症
L2_15,S382,妊娠期糖尿病,妊娠期高血糖
L2_15,S383,妊娠期糖尿病,妊娠糖尿病管理
L2_15,S384,妊娠期糖尿病,孕妇
L2_15,S385,妊娠期糖尿病,新生儿
L2_15,S386,妊娠期糖尿病,胎儿
L2_15,S387,妊娠期糖尿病,GDM
L2_15,S388,妊娠期糖尿病,脂联素
L2_15,S389,妊娠期糖尿病,妊娠期
L2_15,S390,妊娠期糖尿病,产后腰痛
L2_15,S391,妊娠期糖尿病,孕妈
L2_15,S392,妊娠期糖尿病,孕糖
L2_15,S393,妊娠期糖尿病,准妈妈
L2_15,S394,妊娠期糖尿病,预防糖宝宝
L2_15,S395,妊娠期糖尿病,新手爸妈
L2_15,S396,妊娠期糖尿病,备孕
L2_15,S397,妊娠期糖尿病,糖妈妈
L2_15,S398,妊娠期糖尿病,糖尿病妇女孕育
L2_15,S399,妊娠期糖尿病,生娃记
L2_15,S400,妊娠期糖尿病,怀个孕
L2_15,S401,妊娠期糖尿病,宝宝
L2_15,S402,妊娠期糖尿病,怀孕
L2_15,S403,妊娠期糖尿病,妊娠糖尿病
L2_15,S404,妊娠期糖尿病,孕期
L2_15,S405,妊娠期糖尿病,妊娠期糖尿病
L2_15,S406,妊娠期糖尿病,生小孩
L2_15,S407,妊娠期糖尿病,妊娠
L2_15,S408,妊娠期糖尿病,哺乳期
L2_15,S409,妊娠期糖尿病,妊辰糖尿病
L2_15,S410,妊娠期糖尿病,妊糖
L2_15,S411,妊娠期糖尿病,娠尿病
L2_15,S412,妊娠期糖尿病,糖尿病能喂孩子吗
L2_15,S413,妊娠期糖尿病,能母乳喂孩子吗
L2_15,S414,妊娠期糖尿病,能喂奶吗
L2_15,S415,妊娠期糖尿病,糖尿病生的孩子
L2_15,S416,妊娠期糖尿病,哺乳影响
L2_15,S417,妊娠期糖尿病,妊辰期糖尿病
L2_15,S418,妊娠期糖尿病,孕初期糖尿病
L2_16,S419,特殊类型糖尿病,特殊类型糖尿病
L2_16,S420,特殊类型糖尿病,隐匿性免疫糖尿病
L2_16,S421,特殊类型糖尿病,5型糖尿病
L2_16,S422,特殊类型糖尿病,3C型糖尿病
L2_16,S423,特殊类型糖尿病,双重糖尿病
L2_16,S424,特殊类型糖尿病,LADA
L2_16,S425,特殊类型糖尿病,MODY
L2_16,S426,特殊类型糖尿病,特殊类型
L2_16,S427,特殊类型糖尿病,继发糖尿病
L2_16,S428,特殊类型糖尿病,继发性糖尿病
L2_16,S429,特殊类型糖尿病,需要鼻饲
L2_16,S430,特殊类型糖尿病,需用激素治疗
L2_16,S431,特殊类型糖尿病,应激性高血糖
L2_16,S432,特殊类型糖尿病,清晨高血糖
L2_16,S433,特殊类型糖尿病,单基因糖尿病
L2_16,S434,特殊类型糖尿病,线粒体突变糖尿病
L2_16,S435,特殊类型糖尿病,线粒体糖尿病
L2_16,S436,特殊类型糖尿病,脂肪萎缩性糖尿病
L2_16,S437,特殊类型糖尿病,胰腺纤维钙化性糖尿病
L2_16,S438,特殊类型糖尿病,吸毒
L2_16,S439,特殊类型糖尿病,纤维结石性胰腺性糖尿病
L2_16,S440,特殊类型糖尿病,FCPD
L2_16,S441,特殊类型糖尿病,暴发型糖尿病
L2_16,S442,特殊类型糖尿病,3C型
L2_16,S443,特殊类型糖尿病,3型糖尿病
L2_16,S444,特殊类型糖尿病,线粒体基因突变糖尿病
L2_16,S445,特殊类型糖尿病,自身免疫糖尿病
L2_16,S446,特殊类型糖尿病,类固醇糖尿病
L2_16,S447,特殊类型糖尿病,早发型糖尿病
L2_16,S448,特殊类型糖尿病,1B型糖尿病
L2_16,S449,特殊类型糖尿病,早发2型糖尿病
L2_16,S450,特殊类型糖尿病,自身免疫性糖尿病
L2_16,S451,特殊类型糖尿病,隐形糖尿病
L2_16,S452,特殊类型糖尿病,不同糖尿病
L2_16,S453,特殊类型糖尿病,特殊糖尿病
L2_17,S454,老年患者,老年患者
L2_17,S455,老年患者,高龄
L2_17,S456,老年患者,高龄患者
L2_17,S457,老年患者,老年人
L2_17,S458,老年患者,老年
L2_17,S459,老年患者,老人
L2_18,S460,成年患者,成年患者
L2_18,S461,成年患者,成年
L2_18,S462,成年患者,成年人
L2_19,S463,青少年患者,青少年患者
L2_19,S464,青少年患者,青少年
L2_19,S465,青少年患者,青少年糖尿病
L2_19,S466,青少年患者,年轻患者
L2_19,S467,青少年患者,青年起病
L2_19,S468,青少年患者,青年DM
L2_19,S469,青少年患者,年轻
L2_19,S470,青少年患者,青年
L2_19,S471,青少年患者,中青年
L2_19,S472,青少年患者,年轻人
L2_20,S473,住院/出院,住院患者
L2_20,S474,住院/出院,出院
L2_20,S475,住院/出院,出院后
L2_20,S476,住院/出院,出院后续治疗
L2_20,S477,住院/出院,出院治疗
L2_20,S478,住院/出院,患者出院
L2_20,S479,住院/出院,院内
L2_20,S480,住院/出院,住院出院患者
L2_20,S481,住院/出院,住院
L2_20,S482,住院/出院,住院患者
L2_20,S483,住院/出院,住院期间
L2_20,S484,住院/出院,出院患者
L2_20,S485,住院/出院,糖尿病查房
L2_20,S486,住院/出院,住院治疗
L2_21,S487,围手术期相关,围手术期患者
L2_21,S488,围手术期相关,手术部位感染
L2_21,S489,围手术期相关,需要手术
L2_21,S490,围手术期相关,围术期
L2_21,S491,围手术期相关,直肠癌手术期间
L2_21,S492,围手术期相关,子宫内膜癌术后
L2_21,S493,围手术期相关,外科手术
L2_21,S494,围手术期相关,术后低血糖
L2_21,S495,围手术期相关,手术感染
L2_21,S496,围手术期相关,手术相关
L2_21,S497,围手术期相关,手术
L2_21,S498,围手术期相关,脾切除
L2_21,S499,围手术期相关,手术前
L2_21,S500,围手术期相关,做手术
L2_22,S501,体型偏瘦,体型偏瘦
L2_22,S502,体型偏瘦,体型偏瘦患者
L2_22,S503,体型偏瘦,消瘦T2DM
L2_22,S504,体型偏瘦,苗条
L2_22,S505,体型偏瘦,体重急剧下降
L2_22,S506,体型偏瘦,消瘦
L2_22,S507,体型偏瘦,偏瘦
L2_22,S508,体型偏瘦,偏瘦患者
L2_22,S509,体型偏瘦,瘦人
L2_22,S510,体型偏瘦,太瘦
L2_22,S511,体型偏瘦,暴瘦
L2_23,S512,体型正常,体型正常
L2_23,S513,体型正常,体型正常患者
L2_23,S514,体型正常,体型
L2_23,S515,体型正常,正常体型
L2_24,S516,体型超重/肥胖,体型超重/肥胖患者
L2_24,S517,体型超重/肥胖,肥胖T2DM患者
L2_24,S518,体型超重/肥胖,超重
L2_24,S519,体型超重/肥胖,肥胖型糖尿病
L2_24,S520,体型超重/肥胖,肥胖
L2_24,S521,体型超重/肥胖,超度肥胖
L2_24,S522,体型超重/肥胖,食物成瘾
L2_24,S523,体型超重/肥胖,Diabulimia
L2_24,S524,体型超重/肥胖,肥胖者
L2_24,S525,体型超重/肥胖,发胖
L2_24,S526,体型超重/肥胖,成年期增重显著
L2_24,S527,体型超重/肥胖,小胖墩
L2_24,S528,体型超重/肥胖,体型超重
L2_24,S529,体型超重/肥胖,肥胖患者
L2_24,S530,体型超重/肥胖,胖纸
L2_24,S531,体型超重/肥胖,苹果型身材
L2_24,S532,体型超重/肥胖,肥胖患者
L2_24,S533,体型超重/肥胖,肥胖伴高胰岛素血症
L2_24,S534,体型超重/肥胖,腰围表型
L2_24,S535,体型超重/肥胖,减重降糖治疗
L2_24,S536,体型超重/肥胖,减肥
L2_24,S537,体型超重/肥胖,节食减肥药
L2_24,S538,体型超重/肥胖,体重增加
L2_24,S539,体型超重/肥胖,肥胖/超重
L2_24,S540,体型超重/肥胖,腹型肥胖
L2_24,S541,体型超重/肥胖,体重管理
L2_24,S542,体型超重/肥胖,胖子
L2_24,S543,体型超重/肥胖,胖
L2_24,S544,体型超重/肥胖,TCF7L2
L2_24,S545,体型超重/肥胖,降糖减围
L2_24,S546,体型超重/肥胖,颈围
L2_24,S547,体型超重/肥胖,腰围
L2_24,S548,体型超重/肥胖,BMI
L2_24,S549,体型超重/肥胖,内脏脂肪
L2_24,S550,体型超重/肥胖,脂肪组织
L2_24,S551,体型超重/肥胖,下丘脑性肥胖
L2_24,S552,体型超重/肥胖,体重
L2_24,S553,体型超重/肥胖,无需节食
L2_24,S554,体型超重/肥胖,减重
L2_24,S555,体型超重/肥胖,体脂
L2_24,S556,体型超重/肥胖,体重减轻
L2_24,S557,体型超重/肥胖,将军肚
L2_24,S558,体型超重/肥胖,防肥指数
L2_24,S559,体型超重/肥胖,腹型肥胖
L2_24,S560,体型超重/肥胖,偏胖
L2_24,S561,体型超重/肥胖,减不了肥
L2_24,S562,体型超重/肥胖,不能吃零食
L2_25,S563,血糖监测,血糖监测
L2_25,S564,血糖监测,动态血糖监测
L2_25,S565,血糖监测,监测图
L2_25,S566,血糖监测,CGMS
L2_25,S567,血糖监测,静脉血糖
L2_25,S568,血糖监测,指血血糖
L2_25,S569,血糖监测,末梢（如手指）血糖
L2_25,S570,血糖监测,口水验血糖
L2_25,S571,血糖监测,临床疗效
L2_25,S572,血糖监测,临床疗效观察
L2_25,S573,血糖监测,血糖自测
