tag_id,tag_similar_id,tag_name,tag_similar_word
L2_3,S43,流行病学,糖尿病现状
L2_3,S44,流行病学,发病率
L2_3,S45,流行病学,患病率
L2_3,S46,流行病学,普查
L2_4,S47,遗传,遗传
L2_4,S48,遗传,遗传学
L2_4,S49,遗传,妈妈胖
L2_4,S50,遗传,胖妈妈会生胖娃娃
L2_4,S51,遗传,遗传风险
L2_4,S52,遗传,遗传因素
L2_5,S53,疾病机制,发病
L2_5,S54,疾病机制,发病机制
L2_6,S55,糖尿病风险,糖尿病风险
L2_6,S56,糖尿病风险,死亡风险
L2_6,S57,糖尿病风险,过早死亡
L2_6,S58,糖尿病风险,影响寿命
L2_6,S59,糖尿病风险,全因死亡风险
L2_6,S60,糖尿病风险,不良预后
L2_7,S61,糖尿病诊断,糖尿病诊断
L2_7,S62,糖尿病诊断,糖尿病诊疗标准
L2_7,S63,糖尿病诊断,糖尿病诊断试验
L2_7,S64,糖尿病诊断,分型
L2_7,S65,糖尿病诊断,分型诊断
L2_7,S66,糖尿病诊断,诊断治疗
L2_7,S67,糖尿病诊断,诊断治疗预防
L2_7,S68,糖尿病诊断,鉴别诊断
L2_7,S69,糖尿病诊断,筛查诊断
L2_7,S70,糖尿病诊断,早期诊断
L2_7,S71,糖尿病诊断,诊断标准
L2_7,S72,糖尿病诊断,诊断流程
L2_7,S73,糖尿病诊断,诊断模型
L2_7,S74,糖尿病诊断,糖尿病分型
L2_7,S75,糖尿病诊断,高血糖分型
L2_7,S76,糖尿病诊断,青少年糖尿病分型
L2_7,S77,糖尿病诊断,口干、多饮
L2_7,S78,糖尿病诊断,影像学
L2_7,S79,糖尿病诊断,IVGTT
L2_7,S80,糖尿病诊断,筛查糖尿病
L2_7,S81,糖尿病诊断,糖尿病自身抗体
L2_7,S82,糖尿病诊断,糖尿病抗体
L2_7,S83,糖尿病诊断,口渴
L2_7,S84,糖尿病诊断,多饮
L2_7,S85,糖尿病诊断,糖筛
L2_8,S86,新诊断的患者,新诊断患者
L2_8,S87,新诊断的患者,T2DM初诊患者
L2_8,S88,新诊断的患者,初发糖尿病
L2_8,S89,新诊断的患者,初诊糖尿病患者
L2_8,S90,新诊断的患者,新发
L2_8,S91,新诊断的患者,新发患者
L2_8,S92,新诊断的患者,初诊患者
L2_9,S93,血糖监测,血糖监测
L2_9,S94,血糖监测,动态血糖监测
L2_9,S95,血糖监测,监测图
L2_9,S96,血糖监测,监测血糖
L2_9,S97,血糖监测,CGMS
L2_9,S98,血糖监测,静脉血糖
L2_9,S99,血糖监测,指血血糖
L2_9,S100,血糖监测,末梢（如手指）血糖
L2_9,S101,血糖监测,口水验血糖
L2_9,S102,血糖监测,控糖
L2_9,S103,血糖监测,临床疗效
L2_9,S104,血糖监测,临床疗效观察
L2_9,S105,血糖监测,测血糖
L2_9,S106,血糖监测,血糖记录
L2_9,S107,血糖监测,血糖自测
L2_9,S108,血糖监测,血糖值
L2_9,S109,血糖监测,血糖测试
L2_9,S110,血糖监测,葡萄糖耐受状态
L2_10,S111,空腹血糖,空腹血糖
L2_10,S112,空腹血糖,高空腹血糖
L2_10,S113,空腹血糖,空腹
L2_10,S114,空腹血糖,空腹高血糖
L2_10,S115,空腹血糖,空腹血糖达标
L2_10,S116,空腹血糖,空腹血糖高
L2_11,S117,餐后血糖,餐后血糖
L2_11,S118,餐后血糖,餐后
L2_11,S119,餐后血糖,餐后高血糖
L2_11,S120,餐后血糖,餐后血糖管理
L2_11,S121,餐后血糖,午餐后血糖控制不佳
L2_11,S122,餐后血糖,早餐后高血糖
L2_12,S123,餐前血糖,餐前血糖
L2_12,S124,餐前血糖,晚餐前高血糖
L2_12,S125,餐前血糖,午餐前高血糖
L2_13,S126,糖化血红蛋白,糖化血红蛋白
L2_13,S127,糖化血红蛋白,HbA1c
L2_13,S128,糖化血红蛋白,糖化
L2_13,S129,糖化血红蛋白,血红蛋白指数
L2_13,S130,糖化血红蛋白,HGI
L2_14,S131,口服葡萄糖耐量试验,口服葡萄糖耐量试验
L2_14,S132,口服葡萄糖耐量试验,OGTT
L2_14,S133,口服葡萄糖耐量试验,葡萄糖耐量试验
L2_15,S134,胰岛功能,胰岛功能
L2_15,S135,胰岛功能,胰岛β细胞保护
L2_15,S136,胰岛功能,β细胞
L2_15,S137,胰岛功能,C肽
L2_15,S138,胰岛功能,胰岛B细胞
L2_15,S139,胰岛功能,β细胞功能
L2_15,S140,胰岛功能,蜜月期
L2_15,S141,胰岛功能,糖尿病“蜜月期”
L2_15,S142,胰岛功能,抗胰岛细胞抗体
L2_15,S143,胰岛功能,C-肽
L2_15,S144,胰岛功能,胰岛素分泌
L2_15,S145,胰岛功能,产胰岛素细胞
L2_15,S146,胰岛功能,胰岛素分泌增加
L2_15,S147,胰岛功能,胰岛素分泌
L2_15,S148,胰岛功能,胰岛素敏感性
L2_16,S149,胰岛素抵抗,胰岛素抵抗
L2_16,S150,胰岛素抵抗,严重胰岛素抵抗
L2_16,S151,胰岛素抵抗,胰岛素抗体阳性
L2_17,S152,2型糖尿病,2型糖尿病
L2_17,S153,2型糖尿病,2型
L2_17,S154,2型糖尿病,Ⅱ型糖尿病
L2_17,S155,2型糖尿病,T2DM
L2_18,S156,1型糖尿病,1型糖尿病
L2_18,S157,1型糖尿病,1型
L2_18,S158,1型糖尿病,1型糖尿病群体
L2_18,S159,1型糖尿病,T1DM
L2_18,S160,1型糖尿病,T1DM患者
L2_19,S161,糖尿病前期,糖尿病前期
L2_19,S162,糖尿病前期,IGT
L2_19,S163,糖尿病前期,IFG
L2_19,S164,糖尿病前期,IGT人群
L2_19,S165,糖尿病前期,空腹血糖受损
L2_19,S166,糖尿病前期,糖耐量受损
L2_20,S167,妊娠期糖尿病,妊娠期糖尿病
L2_20,S168,妊娠期糖尿病,妊娠糖尿病
L2_20,S169,妊娠期糖尿病,孕期
L2_20,S170,妊娠期糖尿病,ACOG
L2_20,S171,妊娠期糖尿病,母婴结局
L2_20,S172,妊娠期糖尿病,产妇
L2_20,S173,妊娠期糖尿病,产后管理
L2_20,S174,妊娠期糖尿病,分娩
L2_20,S175,妊娠期糖尿病,妊娠
L2_20,S176,妊娠期糖尿病,妊娠期高泌乳素血症
L2_20,S177,妊娠期糖尿病,妊娠期高血糖
L2_20,S178,妊娠期糖尿病,妊娠糖尿病管理
L2_20,S179,妊娠期糖尿病,怀孕
L2_20,S180,妊娠期糖尿病,孕妇
L2_20,S181,妊娠期糖尿病,新生儿
L2_20,S182,妊娠期糖尿病,胎儿
L2_20,S183,妊娠期糖尿病,GDM
L2_20,S184,妊娠期糖尿病,脂联素
L2_20,S185,妊娠期糖尿病,妊娠期
L2_21,S186,特殊类型糖尿病,特殊类型糖尿病
L2_21,S187,特殊类型糖尿病,隐匿性免疫糖尿病
L2_21,S188,特殊类型糖尿病,5型糖尿病
L2_21,S189,特殊类型糖尿病,3C型糖尿病
L2_21,S190,特殊类型糖尿病,双重糖尿病
L2_21,S191,特殊类型糖尿病,LADA
L2_21,S192,特殊类型糖尿病,MODY
L2_21,S193,特殊类型糖尿病,特殊类型
L2_21,S194,特殊类型糖尿病,继发糖尿病
L2_21,S195,特殊类型糖尿病,继发性糖尿病
L2_21,S196,特殊类型糖尿病,需要鼻饲
L2_21,S197,特殊类型糖尿病,需用激素治疗
L2_21,S198,特殊类型糖尿病,应激性高血糖
L2_21,S199,特殊类型糖尿病,清晨高血糖
L2_21,S200,特殊类型糖尿病,单基因糖尿病
L2_21,S201,特殊类型糖尿病,线粒体突变糖尿病
L2_21,S202,特殊类型糖尿病,线粒体糖尿病
L2_21,S203,特殊类型糖尿病,脂肪萎缩性糖尿病
L2_21,S204,特殊类型糖尿病,胰腺纤维钙化性糖尿病
L2_21,S205,特殊类型糖尿病,吸毒
L2_21,S206,特殊类型糖尿病,纤维结石性胰腺性糖尿病
L2_21,S207,特殊类型糖尿病,FCPD
L2_22,S208,老年患者,老年患者
L2_22,S209,老年患者,高龄
L2_22,S210,老年患者,高龄患者
L2_22,S211,老年患者,老年人
L2_22,S212,老年患者,老年
L2_23,S213,成年患者,成年患者
L2_23,S214,成年患者,成年
L2_23,S215,成年患者,成年人
L2_24,S216,青少年患者,青少年患者
L2_24,S217,青少年患者,青少年
L2_24,S218,青少年患者,青少年糖尿病
L2_24,S219,青少年患者,年轻患者
L2_24,S220,青少年患者,青年起病
L2_24,S221,青少年患者,青年DM
L2_24,S222,青少年患者,手术相关
L2_24,S223,青少年患者,手术
L2_24,S224,青少年患者,年轻
L2_25,S225,儿童,儿童
L2_25,S226,儿童,小儿
L2_25,S227,儿童,小胖墩
L2_26,S228,住院/出院患者,住院/出院患者
L2_26,S229,住院/出院患者,出院
L2_26,S230,住院/出院患者,出院后
L2_26,S231,住院/出院患者,出院后续治疗
L2_26,S232,住院/出院患者,出院治疗
L2_26,S233,住院/出院患者,患者出院
L2_26,S234,住院/出院患者,院内
L2_26,S235,住院/出院患者,住院出院患者
L2_26,S236,住院/出院患者,住院
L2_26,S237,住院/出院患者,住院患者
L2_26,S238,住院/出院患者,住院期间
L2_27,S239,围手术期患者,围手术期患者
L2_27,S240,围手术期患者,手术部位感染
L2_27,S241,围手术期患者,需要手术
L2_27,S242,围手术期患者,围术期
L2_27,S243,围手术期患者,直肠癌手术期间
L2_27,S244,围手术期患者,子宫内膜癌术后
L2_27,S245,围手术期患者,肥胖患者
L2_27,S246,围手术期患者,肥胖伴高胰岛素血症
L2_27,S247,围手术期患者,腰围表型
L2_27,S248,围手术期患者,减重降糖治疗
L2_27,S249,围手术期患者,减肥
L2_27,S250,围手术期患者,节食减肥药
L2_27,S251,围手术期患者,体重增加
L2_27,S252,围手术期患者,肥胖/超重
L2_27,S253,围手术期患者,腹型肥胖
L2_27,S254,围手术期患者,体重管理
L2_27,S255,围手术期患者,胖子
L2_27,S256,围手术期患者,胖
L2_27,S257,围手术期患者,TCF7L2
L2_27,S258,围手术期患者,降糖减围
L2_27,S259,围手术期患者,颈围
L2_27,S260,围手术期患者,腰围
L2_27,S261,围手术期患者,BMI
L2_27,S262,围手术期患者,内脏脂肪
L2_27,S263,围手术期患者,脂肪组织
L2_27,S264,围手术期患者,下丘脑性肥胖
L2_27,S265,围手术期患者,体重
L2_27,S266,围手术期患者,无需节食
L2_27,S267,围手术期患者,减重
L2_28,S268,体型偏瘦患者,体型偏瘦患者
L2_28,S269,体型偏瘦患者,消瘦T2DM
L2_28,S270,体型偏瘦患者,瘦
L2_28,S271,体型偏瘦患者,苗条
L2_28,S272,体型偏瘦患者,体重急剧下降
L2_28,S273,体型偏瘦患者,消瘦
L2_28,S274,体型偏瘦患者,偏瘦
L2_28,S275,体型偏瘦患者,偏瘦患者
L2_29,S276,体型正常患者,体型正常患者
L2_29,S277,体型正常患者,体型
L2_30,S278,体型超重/肥胖患者,体型超重/肥胖患者
L2_30,S279,体型超重/肥胖患者,肥胖T2DM患者
L2_30,S280,体型超重/肥胖患者,超重
L2_30,S281,体型超重/肥胖患者,肥胖型糖尿病
L2_30,S282,体型超重/肥胖患者,肥胖
L2_30,S283,体型超重/肥胖患者,超度肥胖
L2_30,S284,体型超重/肥胖患者,食物成瘾
L2_30,S285,体型超重/肥胖患者,Diabulimia
L2_30,S286,体型超重/肥胖患者,低热量饮食
L2_30,S287,体型超重/肥胖患者,盐多必失
L2_30,S288,体型超重/肥胖患者,酒精
L2_30,S289,体型超重/肥胖患者,饮食干预
L2_30,S290,体型超重/肥胖患者,肥胖者
L2_30,S291,体型超重/肥胖患者,发胖
L2_30,S292,体型超重/肥胖患者,成年期增重显著
L2_30,S293,体型超重/肥胖患者,小胖墩
L2_31,S294,血糖波动,难治性糖尿病
L2_31,S295,血糖波动,脆性糖尿病
L2_31,S296,血糖波动,脆性血糖
L2_31,S297,血糖波动,血糖波动大
L2_31,S298,血糖波动,血糖波动
L2_31,S299,血糖波动,血糖波动
L2_32,S300,血糖控制不佳,血糖控制不稳
L2_32,S301,血糖控制不佳,血糖控制不好
L2_32,S302,血糖控制不佳,达标率低
L2_32,S303,血糖控制不佳,不达标
L2_32,S304,血糖控制不佳,血糖控制不佳
L2_32,S305,血糖控制不佳,血糖失控
L2_32,S306,血糖控制不佳,血糖异常
L2_32,S307,血糖控制不佳,胰岛素效果不佳
L2_32,S308,血糖控制不佳,引起血糖异常
L2_33,S309,并发症/合并症,并发症
L2_33,S310,并发症/合并症,并发
L2_33,S311,并发症/合并症,出现
L2_33,S312,并发症/合并症,独立危险因素
L2_33,S313,并发症/合并症,合并
L2_33,S314,并发症/合并症,慢性并发症
L2_33,S315,并发症/合并症,晚期糖基化终末产物（AGEs）
L2_33,S316,并发症/合并症,并发症筛查
L2_33,S317,并发症/合并症,合并症
L2_33,S318,并发症/合并症,病发症
L2_33,S319,并发症/合并症,慢性炎症
L2_34,S320,急性/严重并发症,急性并发症
L2_34,S321,急性/严重并发症,急性感染
L2_34,S322,急性/严重并发症,急性加重期
L2_34,S323,急性/严重并发症,急慢性并发症
L2_34,S324,急性/严重并发症,急诊处理方法
L2_34,S325,急性/严重并发症,急诊患者
L2_34,S326,急性/严重并发症,急症
L2_34,S327,急性/严重并发症,应急处理
L2_34,S328,急性/严重并发症,感染控制后
L2_34,S329,急性/严重并发症,席汉氏综合症
L2_34,S330,急性/严重并发症,猝死
L2_34,S331,急性/严重并发症,危急值
L2_34,S332,急性/严重并发症,高血糖高渗
L2_34,S333,急性/严重并发症,高糖高渗
L2_34,S334,急性/严重并发症,高渗
L2_34,S335,急性/严重并发症,急性期
L2_34,S336,急性/严重并发症,危急情况
L2_34,S337,急性/严重并发症,胰腺炎
L2_34,S338,急性/严重并发症,严重感染
L2_34,S339,急性/严重并发症,高渗透压
L2_34,S340,急性/严重并发症,高渗状态
L2_34,S341,急性/严重并发症,肌萎缩
L2_34,S342,急性/严重并发症,临床危象
L2_35,S343,酮症酸中毒,酮症酸中毒
L2_35,S344,酮症酸中毒,糖尿病酮症酸中毒
L2_35,S345,酮症酸中毒,酮症
L2_35,S346,酮症酸中毒,酮体治疗
L2_35,S347,酮症酸中毒,乳酸性酸中毒
L2_35,S348,酮症酸中毒,DKA
L2_35,S349,酮症酸中毒,糖尿病乳酸性酸中毒
L2_35,S350,酮症酸中毒,乳酸酸中毒
L2_36,S351,肝病相关,肝病相关
L2_36,S352,肝病相关,肝源性糖尿病
L2_36,S353,肝病相关,肝酶升高
L2_36,S354,肝病相关,肝硬化
L2_36,S355,肝病相关,酒精性肝硬化
L2_36,S356,肝病相关,酒精性脂肪肝
L2_36,S357,肝病相关,肝功能受损
L2_36,S358,肝病相关,干扰素
L2_36,S359,肝病相关,非酒精性脂肪
L2_36,S360,肝病相关,NAFLD
L2_36,S361,肝病相关,乙肝疫苗
L2_36,S362,肝病相关,肝炎
L2_36,S363,肝病相关,脂肪肝
L2_36,S364,肝病相关,乙肝患者
L2_36,S365,肝病相关,肝脓肿
L2_36,S366,肝病相关,肝功能损害
L2_37,S367,呼吸系统相关,呼吸系统相关
L2_37,S368,呼吸系统相关,COPD合并社区获得性肺炎
L2_37,S369,呼吸系统相关,慢阻肺
L2_37,S370,呼吸系统相关,慢性阻塞性肺疾病
L2_37,S371,呼吸系统相关,肺功能
L2_37,S372,呼吸系统相关,COPD
L2_37,S373,呼吸系统相关,肺部感染
L2_37,S374,呼吸系统相关,慢阻肺患者
L2_37,S375,呼吸系统相关,AECOPD
L2_37,S376,呼吸系统相关,GOLD
L2_37,S377,呼吸系统相关,布地奈德
L2_37,S378,呼吸系统相关,布地奈德糖皮质激素
L2_37,S379,呼吸系统相关,雾化吸入
L2_37,S380,呼吸系统相关,血气分析
L2_37,S381,呼吸系统相关,过敏性鼻炎合并哮喘
L2_37,S382,呼吸系统相关,肺部疾病
L2_37,S383,呼吸系统相关,全身激素治疗
L2_37,S384,呼吸系统相关,嗜酸性粒细胞
L2_37,S385,呼吸系统相关,OSAHS
L2_37,S386,呼吸系统相关,阻塞性睡眠呼吸暂停低通气综合征
L2_37,S387,呼吸系统相关,金黄色葡萄球菌
L2_37,S388,呼吸系统相关,重症肺炎
L2_38,S389,肾病相关,肾病相关
L2_38,S390,肾病相关,早期糖尿病肾病
L2_38,S391,肾病相关,CKD
L2_38,S392,肾病相关,糖尿病肾病
L2_38,S393,肾病相关,大黄糖肾胶囊
L2_38,S394,肾病相关,急性肾盂肾炎
L2_38,S395,肾病相关,慢性肾病
L2_38,S396,肾病相关,肾病综合征
L2_38,S397,肾病相关,肾功能不全
L2_38,S398,肾病相关,肾功能不全患者
L2_38,S399,肾病相关,肾透明细胞癌胰腺转移瘤
L2_38,S400,肾病相关,肾脏病变
L2_38,S401,肾病相关,糖肾
L2_38,S402,肾病相关,心糖肾交叉学科
L2_38,S403,肾病相关,微量蛋白尿
L2_38,S404,肾病相关,大量蛋白尿
L2_38,S405,肾病相关,蛋白尿
L2_38,S406,肾病相关,低蛋白血症
L2_38,S407,肾病相关,尿糖
L2_38,S408,肾病相关,V期DKD
L2_38,S409,肾病相关,下肢浮肿
L2_38,S410,肾病相关,尿频繁
L2_38,S411,肾病相关,肾脏保护作用
L2_38,S412,肾病相关,保肾
L2_38,S413,肾病相关,肾脏保护
L2_38,S414,肾病相关,浮肿
L2_38,S415,肾病相关,透析患者
L2_38,S416,肾病相关,终末期肾病
L2_38,S417,肾病相关,尿毒症
L2_38,S418,肾病相关,肾功能受损
L2_39,S419,神经病变,神经病变
L2_39,S420,神经病变,糖尿病神经病变
L2_39,S421,神经病变,周围神经病变
L2_39,S422,神经病变,痛性神经病变
L2_39,S423,神经病变,植物神经病变
L2_39,S424,神经病变,糖尿病微循环障碍
L2_39,S425,神经病变,微血管并发症
L2_39,S426,神经病变,神经源性膀胱
L2_39,S427,神经病变,带状疱疹后遗症
L2_39,S428,神经病变,多发性神经病变
L2_39,S429,神经病变,自主神经病变
L2_39,S430,神经病变,肌电图
L2_39,S431,神经病变,神经酰胺
L2_39,S432,神经病变,多靶腺功能低减
L2_39,S433,神经病变,垂体前叶
L2_39,S434,神经病变,DPN
L2_40,S435,糖尿病足,糖尿病足
L2_40,S436,糖尿病足,糖尿病足病
L2_40,S437,糖尿病足,糖尿病足患者
L2_40,S438,糖尿病足,负压治疗
L2_40,S439,糖尿病足,创伤
L2_40,S440,糖尿病足,局部处理
L2_40,S441,糖尿病足,足部问题
L2_40,S442,糖尿病足,足部检查
L2_40,S443,糖尿病足,糖足
L2_40,S444,糖尿病足,美国足部医学协会
L2_40,S445,糖尿病足,APMA
L2_40,S446,糖尿病足,血管外科学会
L2_40,S447,糖尿病足,SVS
L2_40,S448,糖尿病足,局部换药
L2_40,S449,糖尿病足,踝肱指数
L2_40,S450,糖尿病足,截肢
L2_40,S451,糖尿病足,穿鞋
L2_40,S452,糖尿病足,糖尿病足溃疡
L2_40,S453,糖尿病足,高糖毒性
L2_40,S454,糖尿病足,伴足溃疡
L2_40,S455,糖尿病足,创面
L2_40,S456,糖尿病足,皮肤愈合
L2_40,S457,糖尿病足,神经性足病溃疡
L2_41,S458,心脑血管相关,心脑血管相关
L2_41,S459,心脑血管相关,动脉粥样硬化性心血管疾病
L2_41,S460,心脑血管相关,多种心血管危险因素
L2_41,S461,心脑血管相关,冠心病
L2_41,S462,心脑血管相关,慢性心衰
L2_41,S463,心脑血管相关,糖尿病性心肌病
L2_41,S464,心脑血管相关,心功能不全
L2_41,S465,心脑血管相关,心肌酶学改变
L2_41,S466,心脑血管相关,心率变异性
L2_41,S467,心脑血管相关,心脑血管疾病
L2_41,S468,心脑血管相关,心糖肾交叉学科
L2_41,S469,心脑血管相关,心血管风险
L2_41,S470,心脑血管相关,心血管疾病
L2_41,S471,心脑血管相关,心血管疾病预防
L2_41,S472,心脑血管相关,心血管结局
L2_41,S473,心脑血管相关,心血管结局研究
L2_41,S474,心脑血管相关,ASCVD
L2_41,S475,心脑血管相关,PCI术后
L2_41,S476,心脑血管相关,ESC
L2_41,S477,心脑血管相关,DEVOTE 研究
L2_41,S478,心脑血管相关,房颤
L2_41,S479,心脑血管相关,血管保护效应机制
L2_41,S480,心脑血管相关,血管病变
L2_41,S481,心脑血管相关,冠脉疾病患者
L2_41,S482,心脑血管相关,复合终点
L2_41,S483,心脑血管相关,CV事件
L2_41,S484,心脑血管相关,CV
L2_41,S485,心脑血管相关,心肌病变
L2_41,S486,心脑血管相关,MACE
L2_41,S487,心脑血管相关,CVD
L2_41,S488,心脑血管相关,总死亡率
L2_41,S489,心脑血管相关,LVH
L2_41,S490,心脑血管相关,卒中
L2_41,S491,心脑血管相关,三高
L2_41,S492,心脑血管相关,CVOT
L2_41,S493,心脑血管相关,大血管病变
L2_41,S494,心脑血管相关,缺血性心脏病
L2_41,S495,心脑血管相关,精氨酸酶抑制剂
L2_41,S496,心脑血管相关,脑血管病
L2_41,S497,心脑血管相关,大血管并发症风险
L2_41,S498,心脑血管相关,非致死性心血管事件
L2_41,S499,心脑血管相关,主要心血管不良事件
L2_41,S500,心脑血管相关,偏瘫
L2_41,S501,心脑血管相关,动脉硬化
L2_41,S502,心脑血管相关,心衰
L2_41,S503,心脑血管相关,血管
L2_41,S504,心脑血管相关,心血管安全性
L2_41,S505,心脑血管相关,护心
L2_41,S506,心脑血管相关,DEVOTE
L2_41,S507,心脑血管相关,冠脉搭桥术
L2_41,S508,心脑血管相关,抗血栓
L2_41,S509,心脑血管相关,冠脉综合征
L2_41,S510,心脑血管相关,冠状动脉综合征
L2_41,S511,心脑血管相关,脑卒中
L2_42,S512,高血压相关,高血压相关
L2_42,S513,高血压相关,高血压
L2_42,S514,高血压相关,血压高
L2_42,S515,高血压相关,高血压性糖尿病
L2_42,S516,高血压相关,降压
L2_42,S517,高血压相关,选择降压药
L2_42,S518,高血压相关,降压目标
L2_42,S519,高血压相关,目标
L2_42,S520,高血压相关,糖伴高
L2_43,S521,高血脂相关,高血脂相关
L2_43,S522,高血脂相关,高甘油三脂
L2_43,S523,高血脂相关,高脂血症
L2_43,S524,高血脂相关,降糖脂药物
L2_43,S525,高血脂相关,血压血脂管理
L2_43,S526,高血脂相关,血脂
L2_43,S527,高血脂相关,血脂管理
L2_43,S528,高血脂相关,血脂影响
L2_43,S529,高血脂相关,血脂异常
L2_44,S530,视网膜病变,视网膜病变
L2_44,S531,视网膜病变,糖网
L2_44,S532,视网膜病变,眼底出血
L2_44,S533,视网膜病变,视神经炎
L2_44,S534,视网膜病变,糖尿病眼病
L2_44,S535,视网膜病变,Eyes on Diabetes
L2_44,S536,视网膜病变,视物重影
L2_44,S537,视网膜病变,白内障
L2_44,S538,视网膜病变,糖尿病黄斑水肿
L2_44,S539,视网膜病变,血浆KKS系统
L2_44,S540,视网膜病变,动眼神经麻痹
L2_44,S541,视网膜病变,视网膜病
L2_45,S542,风湿性疾病,风湿性疾病
L2_45,S543,风湿性疾病,类风湿关节炎
L2_45,S544,风湿性疾病,RA患者
L2_46,S545,性功能问题,性功能问题
L2_46,S546,性功能问题,ED
L2_46,S547,性功能问题,男性烦恼
L2_46,S548,性功能问题,勃起功能障碍
L2_47,S549,胃肠不适,胃肠不适
L2_47,S550,胃肠不适,胃肠道问题
L2_47,S551,胃肠不适,腹泻
L2_47,S552,胃肠不适,反复腹痛
L2_48,S553,骨相关问题,骨相关问题
L2_48,S554,骨相关问题,骨折
L2_48,S555,骨相关问题,糖尿病骨质疏松症
L2_48,S556,骨相关问题,骨质疏松
L2_48,S557,骨相关问题,夏科氏关节病
L2_48,S558,骨相关问题,骨转换
L2_48,S559,骨相关问题,骨质疏松症
L2_49,S560,皮肤病变,皮肤病变
L2_49,S561,皮肤病变,黑棘皮病
L2_50,S562,精神/心理相关,精神/心理相关
L2_50,S563,精神/心理相关,抑郁
L2_50,S564,精神/心理相关,焦虑症
L2_50,S565,精神/心理相关,抑郁症
L2_50,S566,精神/心理相关,精神病患者
L2_50,S567,精神/心理相关,自闭症
L2_50,S568,精神/心理相关,失眠症
L2_50,S569,精神/心理相关,阿尔茨海默病
L2_50,S570,精神/心理相关,痴呆症
L2_50,S571,精神/心理相关,认知功能障碍
L2_50,S572,精神/心理相关,焦虑
L2_51,S573,肿瘤相关,肿瘤相关
L2_51,S574,肿瘤相关,恶性肿瘤
L2_51,S575,肿瘤相关,癌
L2_51,S576,肿瘤相关,肿瘤
L2_51,S577,肿瘤相关,Cancer
L2_51,S578,肿瘤相关,Tumour
L2_51,S579,肿瘤相关,糖抗
L2_52,S580,不良反应,其它不严重的症状或不良反应
L2_52,S581,不良反应,水疱
L2_52,S582,不良反应,瘙痒
L2_52,S583,不良反应,头痛
L2_52,S584,不良反应,绝经前低雌激素水平
L2_52,S585,不良反应,糖尿病性水疱病
L2_52,S586,不良反应,贫血
L2_52,S587,不良反应,牙周病
L2_52,S588,不良反应,酒渣鼻
L2_52,S589,不良反应,言语流畅
L2_52,S590,不良反应,重度牙周炎
L2_52,S591,不良反应,不良反应
L2_52,S592,不良反应,副作用
L2_52,S593,不良反应,不耐受
L2_52,S594,不良反应,胰岛素致癌
L2_52,S595,不良反应,胰岛素过敏
L2_52,S596,不良反应,电解质紊乱
L2_53,S597,低血糖,低血糖
L2_53,S598,低血糖,低血糖反应
L2_53,S599,低血糖,低血糖昏迷
L2_53,S600,低血糖,低血糖倾向
L2_53,S601,低血糖,免疫性低血糖
L2_53,S602,低血糖,频发低血糖
L2_53,S603,低血糖,频繁出现低血糖原因
L2_53,S604,低血糖,午餐前低血糖
L2_53,S605,低血糖,新生儿低血糖症
L2_53,S606,低血糖,血糖低
L2_53,S607,低血糖,夜间低血糖
